ID,FPS,LOOPTYPE,,
BossPattern3,20,0,,
,,,,
TEXTURE ID,LEFT,TOP,WIDTH,HEIGHT
graphics/BossPattern.png,51,283,209,185
graphics/BossPattern.png,375,283,193,187
graphics/BossPattern.png,671,279,235,191
graphics/BossPattern.png,1149,4335,279,185
graphics/BossPattern.png,907,4299,191,221
graphics/BossPattern.png,5,3855,211,205
graphics/BossPattern.png,223,3855,211,205
graphics/BossPattern.png,441,3855,211,205
graphics/BossPattern.png,659,3857,211,203
graphics/BossPattern.png,877,3859,211,201
graphics/BossPattern.png,1095,3861,211,199
graphics/BossPattern.png,1313,3861,211,199
graphics/BossPattern.png,1531,3859,211,201
graphics/BossPattern.png,1749,3857,211,203
graphics/BossPattern.png,5,4075,211,205
graphics/BossPattern.png,39,4315,211,205
graphics/BossPattern.png,327,4309,207,211
graphics/BossPattern.png,619,4303,195,217
graphics/BossPattern.png,907,4299,191,221
graphics/BossPattern.png,1149,4335,279,185
graphics/BossPattern.png,1471,4341,207,179
graphics/BossPattern.png,69,4625,151,179
graphics/BossPattern.png,357,4627,147,179
graphics/BossPattern.png,643,4627,147,181
graphics/BossPattern.png,927,4625,151,179
graphics/BossPattern.png,1215,4627,147,179
graphics/BossPattern.png,1499,4625,151,179
graphics/BossPattern.png,71,4903,147,179
graphics/BossPattern.png,347,4899,167,175
graphics/BossPattern.png,627,4895,179,177
graphics/BossPattern.png,907,4897,191,181
graphics/BossPattern.png,375,283,193,187
graphics/BossPattern.png,51,283,209,185
