ID,FPS,LOOPTYPE,,
BossPattern2,20,0,,
,,,,
TEXTURE ID,LEFT,TOP,WIDTH,HEIGHT
graphics/BossPattern.png,51,283,209,185
graphics/BossPattern.png,375,283,193,187
graphics/BossPattern.png,671,279,235,191
graphics/BossPattern.png,341,947,275,187
graphics/BossPattern.png,687,953,219,181
graphics/BossPattern.png,1021,955,187,179
graphics/BossPattern.png,12,5096,197,185
graphics/BossPattern.png,233,5081,205,185
graphics/BossPattern.png,451,5079,207,187
graphics/BossPattern.png,671,5079,207,187
graphics/BossPattern.png,905,5081,195,185
graphics/BossPattern.png,1145,5087,175,179
graphics/BossPattern.png,1365,5087,173,179
graphics/BossPattern.png,1585,5089,173,179
graphics/BossPattern.png,1805,5089,173,177
graphics/BossPattern.png,17,5311,173,177
graphics/BossPattern.png,207,5313,173,175
graphics/BossPattern.png,397,5315,173,175
graphics/BossPattern.png,587,5317,173,175
graphics/BossPattern.png,777,5319,173,173
graphics/BossPattern.png,967,5317,173,175
graphics/BossPattern.png,1157,5315,173,175
graphics/BossPattern.png,1347,5313,173,175
graphics/BossPattern.png,1537,5311,173,177
graphics/BossPattern.png,1727,5311,173,177
graphics/BossPattern.png,17,5533,173,175
graphics/BossPattern.png,207,5535,173,175
graphics/BossPattern.png,397,5537,173,175
graphics/BossPattern.png,587,5539,173,173
graphics/BossPattern.png,777,5537,173,175
graphics/BossPattern.png,967,5535,173,175
graphics/BossPattern.png,1157,5533,173,175
graphics/BossPattern.png,1347,5531,173,177
graphics/BossPattern.png,1537,5531,173,177
graphics/BossPattern.png,1727,5533,173,175
graphics/BossPattern.png,17,5755,173,175
graphics/BossPattern.png,207,5757,173,175
graphics/BossPattern.png,397,5757,173,175
graphics/BossPattern.png,587,5759,173,173
graphics/BossPattern.png,777,5759,173,173
graphics/BossPattern.png,967,5759,173,173
graphics/BossPattern.png,1157,5757,173,175
graphics/BossPattern.png,1347,5757,173,175
graphics/BossPattern.png,1537,5755,173,175
graphics/BossPattern.png,1727,5755,173,175
graphics/BossPattern.png,17,5975,173,175
graphics/BossPattern.png,207,5973,173,175
graphics/BossPattern.png,397,5971,173,177
graphics/BossPattern.png,587,5973,173,175
graphics/BossPattern.png,777,5975,173,175
graphics/BossPattern.png,967,5977,173,175
graphics/BossPattern.png,1157,5979,173,173
graphics/BossPattern.png,1347,5977,173,175
graphics/BossPattern.png,1537,5975,173,175
graphics/BossPattern.png,1727,5973,173,175
graphics/BossPattern.png,23,6205,173,177
graphics/BossPattern.png,255,6205,173,177
graphics/BossPattern.png,427,6203,175,179
graphics/BossPattern.png,627,6199,179,183
graphics/BossPattern.png,827,6199,183,183
graphics/BossPattern.png,1027,6199,185,183
graphics/BossPattern.png,1229,6201,183,181
graphics/BossPattern.png,1433,6203,179,179
graphics/BossPattern.png,1637,6205,175,179
graphics/BossPattern.png,31,6415,173,179
graphics/BossPattern.png,223,6413,185,181
graphics/BossPattern.png,417,6411,195,183
