ID,FPS,LOOPTYPE,,
BossPattern1,20,1,,
,,,,
TEXTURE ID,LEFT,TOP,WIDTH,HEIGHT
graphics/BossPattern.png,1681,1627,211,185
graphics/BossPattern.png,31,1847,189,187
graphics/BossPattern.png,271,1847,189,171
graphics/BossPattern.png,519,1847,181,161
graphics/BossPattern.png,771,1847,167,149
graphics/BossPattern.png,1015,1847,161,139
graphics/BossPattern.png,1253,1877,161,157
graphics/BossPattern.png,1491,1877,161,157
graphics/BossPattern.png,1729,1877,161,157
graphics/BossPattern.png,63,2099,161,157
graphics/BossPattern.png,301,2099,161,157
graphics/BossPattern.png,519,2109,167,147
graphics/BossPattern.png,757,2109,165,149
graphics/BossPattern.png,995,2109,165,149
graphics/BossPattern.png,1233,2109,165,149
graphics/BossPattern.png,1473,2331,167,147
graphics/BossPattern.png,1705,2331,175,147
graphics/BossPattern.png,45,2551,169,149
graphics/BossPattern.png,283,2549,167,151
graphics/BossPattern.png,523,2551,163,149
graphics/BossPattern.png,767,2551,153,149
graphics/BossPattern.png,1001,2551,163,149
graphics/BossPattern.png,1237,2549,167,151
graphics/BossPattern.png,1475,2551,169,149
graphics/BossPattern.png,1711,2553,175,147
graphics/BossPattern.png,47,2775,167,147
graphics/BossPattern.png,289,2775,165,149
graphics/BossPattern.png,531,2775,153,151
graphics/BossPattern.png,765,2775,157,153
graphics/BossPattern.png,1003,2775,153,151
graphics/BossPattern.png,1233,2775,165,149
graphics/BossPattern.png,1473,2775,167,147
graphics/BossPattern.png,1705,2775,175,147
graphics/BossPattern.png,45,2551,169,149
graphics/BossPattern.png,283,2549,167,151
graphics/BossPattern.png,523,2551,163,149
graphics/BossPattern.png,767,2551,153,149
graphics/BossPattern.png,1001,2551,163,149
graphics/BossPattern.png,1237,2549,167,151
graphics/BossPattern.png,1475,2551,169,149
graphics/BossPattern.png,1711,2553,175,147
graphics/BossPattern.png,47,2775,167,147
graphics/BossPattern.png,289,2775,165,149
graphics/BossPattern.png,531,2775,153,151
graphics/BossPattern.png,765,2775,157,153
graphics/BossPattern.png,1003,2775,153,151
graphics/BossPattern.png,1233,2775,165,149
graphics/BossPattern.png,1473,2775,167,147
graphics/BossPattern.png,1705,2775,175,147
graphics/BossPattern.png,45,2551,169,149
graphics/BossPattern.png,283,2549,167,151
graphics/BossPattern.png,523,2551,163,149
graphics/BossPattern.png,767,2551,153,149
graphics/BossPattern.png,1001,2551,163,149
graphics/BossPattern.png,1237,2549,167,151
graphics/BossPattern.png,1475,2551,169,149
graphics/BossPattern.png,1711,2553,175,147
graphics/BossPattern.png,47,2775,167,147
graphics/BossPattern.png,289,2775,165,149
graphics/BossPattern.png,531,2775,153,151
graphics/BossPattern.png,765,2775,157,153
graphics/BossPattern.png,1003,2775,153,151
graphics/BossPattern.png,1233,2775,165,149
graphics/BossPattern.png,1473,2775,167,147
graphics/BossPattern.png,1705,2775,175,147
graphics/BossPattern.png,45,2551,169,149
graphics/BossPattern.png,283,2549,167,151
graphics/BossPattern.png,523,2551,163,149
graphics/BossPattern.png,767,2551,153,149
graphics/BossPattern.png,1001,2551,163,149
graphics/BossPattern.png,1237,2549,167,151
graphics/BossPattern.png,1475,2551,169,149
graphics/BossPattern.png,1711,2553,175,147
graphics/BossPattern.png,47,2775,167,147
graphics/BossPattern.png,289,2775,165,149
graphics/BossPattern.png,531,2775,153,151
graphics/BossPattern.png,765,2775,157,153
graphics/BossPattern.png,1003,2775,153,151
graphics/BossPattern.png,1233,2775,165,149
graphics/BossPattern.png,1473,2775,167,147
graphics/BossPattern.png,1705,2775,175,147
graphics/BossPattern.png,45,2551,169,149
graphics/BossPattern.png,283,2549,167,151
graphics/BossPattern.png,523,2551,163,149
graphics/BossPattern.png,767,2551,153,149
graphics/BossPattern.png,1001,2551,163,149
graphics/BossPattern.png,1237,2549,167,151
graphics/BossPattern.png,1475,2551,169,149
graphics/BossPattern.png,1711,2553,175,147
graphics/BossPattern.png,47,2775,167,147
graphics/BossPattern.png,289,2775,165,149
graphics/BossPattern.png,531,2775,153,151
graphics/BossPattern.png,765,2775,157,153
graphics/BossPattern.png,1003,2775,153,151
graphics/BossPattern.png,1233,2775,165,149
graphics/BossPattern.png,1473,2775,167,147
graphics/BossPattern.png,1705,2775,175,147
graphics/BossPattern.png,45,2551,169,149
graphics/BossPattern.png,283,2549,167,151
graphics/BossPattern.png,523,2551,163,149
graphics/BossPattern.png,767,2551,153,149
graphics/BossPattern.png,1001,2551,163,149
graphics/BossPattern.png,1237,2549,167,151
graphics/BossPattern.png,1475,2551,169,149
graphics/BossPattern.png,1711,2553,175,147
graphics/BossPattern.png,47,2775,167,147
graphics/BossPattern.png,289,2775,165,149
graphics/BossPattern.png,531,2775,153,151
graphics/BossPattern.png,765,2775,157,153
graphics/BossPattern.png,997,2969,153,151
graphics/BossPattern.png,1227,2969,165,149
graphics/BossPattern.png,1465,2969,167,147
graphics/BossPattern.png,1723,2959,161,157
graphics/BossPattern.png,57,3181,161,157
graphics/BossPattern.png,295,3181,161,157
graphics/BossPattern.png,533,3181,161,157
graphics/BossPattern.png,771,3181,161,157
graphics/BossPattern.png,1009,3181,161,157
graphics/BossPattern.png,1247,3133,161,157
graphics/BossPattern.png,1247,3133,167,167
graphics/BossPattern.png,1703,3133,181,179
graphics/BossPattern.png,27,3359,189,185
graphics/BossPattern.png,263,3369,189,191
graphics/BossPattern.png,487,3375,209,185
graphics/BossPattern.png,725,3377,211,183
